id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
9279818,No limits to their sway: Cartagena's privateers and the masterless Caribbean in the age of revolutions,,,,"Pérez Morales, Edgardo",,,,,2018,,,,,,monographic,,eng,text,print,"xii, 236 pages : illustrations ; 22 cm",History|||Naval history|||bibliography,"""Following the 1808 French invasion of the Iberian Peninsula, an unprecedented political crisis threw the Spanish Monarchy into turmoil. On the Caribbean coast of modern-day Colombia, the important port town of Cartagena rejected Spanish authority, finally declaring independence in 1811. With new leadership that included free people of color, Cartagena welcomed merchants, revolutionaries, and adventurers from Venezuela, the Antilles, the United States, and Europe. Most importantly, independent Cartagena opened its doors to privateers of color from the French Caribbean. Hired mercenaries of the sea, privateers defended Cartagena's claim to sovereignty, attacking Spanish ships and seizing Spanish property, especially near Cuba, and establishing vibrant maritime connections with Haiti. Most of Cartagena's privateers were people of color and descendants of slaves who benefited from the relative freedom and flexibility of life at sea, but also faced kidnapping, enslavement, and brutality. Many came from Haiti and Guadeloupe; some had been directly involved in the Haitian Revolution. While their manpower proved crucial in the early Anti-Spanish struggles, Afro-Caribbean privateers were also perceived as a threat, suspected of holding questionable loyalties, disorderly tendencies, and too strong a commitment to political and social privileges for people of color. Based on handwritten and printed sources in Spanish, English, and French, this book tells the story of Cartagena's multinational and multicultural seafarers, revealing the Trans-Atlantic and maritime dimensions of South American independence.""-- Provided by publisher.","Privateering|||History|||Slavery|||Pirates|||History, Naval|||Caribbean & West Indies|||General|||15.50 general world history; history of great parts of the world, peoples, civilizations: general|||15.85 history of America|||War of Independence (Colombia : 1810-1822)|||Wars of Independence (Latin America : 1806-1830)","19th century|||War of Independence, 1810-1822|||1810-1945|||Wars of Independence, 1806-1830",Caribbean Area|||Latin America|||Cartagena (Colombia)|||Colombia|||Cartagena|||Caribbean region|||cc-----|||cl-----|||s-ck---,,,,,9780826521910|||0826521916|||9780826521927|||0826521924,2017006647,,
9832907,Raza y política en Hispanoamérica,,,,"Pérez Viejo, Tomás|||Yankelevich, Pablo",,,,,2018,,,,,,monographic,,spa,text,,1 online resource .,Electronic books|||bibliography,,Race|||Political aspects|||Race relations|||Emigration and immigration|||Social aspects,,Latin America|||cl-----,,,,,9783954879311|||395487931X,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/57239/
77343,Dos defensores de los esclavos negros en el siglo XVII: Francisco José de Jaca y Epifanio de Moirans,,,,"López García, José Tomás.",,Caracas,Universidad Católica Andrés Bello,[1982],1982,,,,,,monographic,,spa,text,print,"xv, 379 p. : facsims. ; 23 cm.",bibliography,,"Slavery|||History|||de Jaca, Fr., O.F.M. Cap Francisco José approximately 1645-|||de Moirans, Fr., O.F.M. Cap Epifanio 1644-1689",,Venezuela|||s-ve---,,,,,,,,
9321363,Resiliencia africana,,,,"Andrade, Susana, 1963-",,,,,2018,,,,,,monographic,,spa,text,print,242 pages ; 20 cm,,,Blacks|||Social conditions|||Minorities|||Civil rights|||Discrimination|||Racism|||Identity politics,,Latin America|||cl-----,,,,,9789974734999|||9974734991,,,
77940,"Sugar and slavery in Puerto Rico: the plantation economy of Ponce, 1800-1850",,,,"Scarano, Francisco A. (Francisco Antonio)",,"Madison, Wis",University of Wisconsin Press,1984,,,,,,,monographic,,eng,text,print,"xxv, 242 p. ; 24 cm.",bibliography,,Sugar trade|||History|||Slavery|||Plantations|||Rural conditions,,Puerto Rico|||Ponce Region|||Ponce Region (P.R.)|||nwpr---,,,,,0299095800 :,83040271,,
9375191,Shaming into brown: somatic transactions of race in Latina/o literature,,,,"Fetta, Stephanie",ProQuest (Firm),,,,2018,,,,,,monographic,,eng,text,,"1 online resource (xix, 209 pages.)",bibliography,,American literature|||Hispanic American authors|||Hispanic Americans|||Ethnic identity|||Race identity|||Race|||Social aspects|||Shame,,,,,,,9780814276648 (electronic bk.)|||0814276644 (electronic bk.),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=5540931
78244,"Balaiada e a insurreição de escravos no Maranhão, A",,,,"Santos, Maria Januária Vilela.",,São Paulo,Editoria Ática,1983,,,,,,,monographic,,por,text,print,"x, 145 p. ; 21 cm.",bibliography,,"Slavery|||Insurrections, etc|||Blacks|||History",,Brazil|||Maranhão|||Maranhão (Brazil)|||s-bl---,,,,,,,,
8869322,African American-Latino relations in the 21st century: when cultures collide,,,,"Carrillo, Karen Juanita",,,,,2017,,,,,,monographic,,eng,text,print,"xvi, 156 pages ; 25 cm.",bibliography,,African Americans|||Relations with Hispanic Americans|||Race relations,21st century,United States|||n-us---,,,,,9781440829611|||1440829616,2016059979,,
8867580,Cultivation and catastrophe: the lyric ecology of modern Black literature,,,,"Posmentier, Sonya, 1975-",ProQuest (Firm),,,,2017,,,,,,monographic,,eng,text,,1 online resource.,bibliography,,American literature|||African American authors|||History and criticism|||Caribbean literature|||Black authors|||Nature in literature|||Ecology in literature|||Blacks|||Intellectual life|||African Americans|||African diaspora,20th century,Caribbean Area|||n-us---|||cc-----,,,,,9781421422664 (electronic bk.)|||1421422662 (electronic bk.),,,http://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4719464
425478,Negros e indios: un estamento social ignorado del Perú colonial,,,,"Harth-Terré, Emilio, 1899-1983",,Lima,Librería-Editorial Juan Mejía Baca,[1973],1973,,,,,,monographic,,spa,text,print,173 p. 18 cm.,bibliography,,Slavery|||Slave trade|||Indians of South America,,Peru|||s-pe---,,,,,,74213678,,
9118693,"Degrees of mixture, degrees of freedom: genomics, multiculturalism, and race in Latin America",,,,"Wade, Peter, 1957-",ProQuest (Firm),,,,2017,,,,2017,,monographic,,eng,text,,1 online resource.,bibliography,,Mestizaje|||Race|||Social aspects|||Political aspects|||Human population genetics|||Multiculturalism|||Race relations,,Latin America|||cl-----,,,,,9780822373070|||0822373076,2016052158,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4848102
8833308,Diasporic Blackness: the life and times of Arturo Alfonso Schomburg,,,,"Valdés, Vanessa Kimberly","ebrary, Inc",,,,2017,,,,,,monographic,,eng,text,,1 online resource.,bibliography|||biography,,"African American historians|||Biography|||Historians|||African American book collectors|||Book collectors|||Puerto Ricans|||African Americans|||Relations with Hispanic Americans|||Intellectual life|||Race identity|||Ethnic identity|||Schomburg, Arthur Alfonso 1874-1938",20th century,United States|||Caribbean Area|||n-us---|||cc-----,,,,,9781438465159 (electronic bk.)|||1438465157 (electronic bk.),,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=11363274
79799,Documentacion relativa a esclavos en el Departamento de Maldonado: siglos XVIII y XIX,,,,"Díaz de Guerra, María A. (María Amelia), 1924-",,Montevideo,IMCO,1983,,,,,,,monographic,,spa,text,print,"53, [2] p. ; 19 cm.",catalog,,Slavery|||History|||Sources|||Archives|||Catalogs,,Uruguay|||Maldonado (Dept.)|||Maldonado (Uruguay : Dept.),,,,,,,,
9120726,Discursos mediáticos sobre la diferencia en América Latina y el Caribe,,,,"Hoff, Tânia|||Martínez, Doris E.",,,,,2017,,,,,Primera edición en lengua castellana.,monographic,,spa,text,print,214 pages : illustrations ; 24 cm.,bibliography,"Divided into three sections, this book explores the discourses on the creation of difference between Latin American and the Caribbean, what actors participate, and what are related social practices. Media discourses on poverty and racism are addressed as well as ways in which certain discourse criminalizes marginalized and socially vulnerable groups.","Difference (Psychology) in mass media|||Stereotypes (Social psychology) in mass media|||Mass media and ethnic relations|||Minorities in mass media|||Other (Philosophy) in mass media|||Discourse analysis|||Social aspects|||Press coverage|||Marginality, Social|||Racism in mass media|||Language and languages|||Political aspects|||Social apsects",,Latin America|||Caribbean Area|||cl-----|||cc-----,,,,,9788491800354|||8491800352,,,
81209,"Africa in Latin America: essays on history, culture, and socialization",,Africa en América Latina. English,,,"Moreno Fraginals, Manuel.",New York,Holmes & Meier,1984,,,,,,,monographic,,eng|||spa,text,print,342 p. ; 23 cm.,bibliography,,Blacks|||Civilization|||African influences,,Latin America|||cl-----|||f------,,,,,084190748X,84000639,,
9172927,Esclavitud y diferencia racial en el Caribe hispano,,,,"Naranjo Orovio, Consuelo",,,,,2017,,,,,,monographic,,spa,text,print,298 pages : illustrations ; 24 cm.,bibliography,,Slavery|||Blacks|||Social conditions|||Race relations,,Caribbean Area|||cc-----,,,,,9788497442220|||8497442229,,,
8763248,"experiential Caribbean: creating knowledge and healing in the early modern Atlantic, The",,,,"Gómez, Pablo F.","ebrary, Inc",,,,2017,,,,,,monographic,,eng,text,,1 online resource.,bibliography,,Traditional medicine|||History|||Healing|||Experiential learning|||Free blacks,17th century,Caribbean Area|||cc-----,,,,,9781469630892 (electronic bk.)|||1469630893 (electronic bk.),,,http://pitt.idm.oclc.org/login?url=http://site.ebrary.com/lib/pitt/docDetail.action?docID=11359532
81689,"Tornar-se negro, ou, As vicissitudes da identidade do negro brasileiro em ascensão social",,,,"Souza, Neusa Santos.",,"Rio de Janeiro, RJ, Brasil",Graal,1983,,,,,,1a. ed.,monographic,,por,text,print,"viii, 88 p. ; 21 cm.",bibliography,,Blacks|||Social conditions,,Brazil|||s-bl---,,,,,,83191875,,
82201,"maternidade da mulher negra no período colonial brasileiro, A",,,,"Del Priore, Mary.",,São Paulo,"Centro de Estudos de Demografia Histórica da América Latina, Universidade de São Paulo, Faculdade de Filosofia, Letras e Ciências Humanas",1989,,,,,,,monographic,,por,text,print,55 p. ; 32 cm.,bibliography,,"Women, Black|||History|||Motherhood|||Pregnant women",,Brazil|||s-bl---,,,,,,92832337,,
9323664,"Historias, sociedades y culturas afrodescendientes",,,,"Romero, Mario Diego",,,,,2017,,,,,Primera edición.,monographic,,spa,text,print,148 pages ; 24 cm.,Essays|||bibliography,,Blacks|||History|||Social life and customs|||Social conditions|||Popular culture|||Colombian literature|||Black authors|||History and criticism|||Manners and customs|||Social history|||Mythology|||Folk literature,,Colombia|||Valle del Cauca|||Latin America|||s-ck---,,,,,9789587655339|||9587655338,2018405755,,
9832686,¡Manteca!: an anthology of afro-latin@ poets,,,Anthology of Afro-Latina poets|||Anthology of Afro-Latino poets,"Planas, Melissa Castillo, 1984-",,,,,2017,,,,,,monographic,,eng,text,,1 online resource.,Electronic books|||Poetry|||bibliography,,Latin American poetry|||Black authors|||Blacks|||Poetry,,Latin America|||cl-----,,,,,9781518501258|||1518501257|||9781518501241|||1518501249,,,http://pitt.idm.oclc.org/login?url=http://www.digitaliapublishing.com/a/56056/
83514,Esclavos y mulatos en un dominio rural del siglo XVIII en Córdoba: contribución a la demografía histórica,,,,"Garzón Maceda, Ceferino.","Dorflinger, Jose Walter.","Córdoba, República Argentina",Dirección General de Publicidad,1961,,,,,,,monographic,,spa,text,print,18 p. ; 23 cm.,,,Blacks|||History|||Statistics,,Argentina|||s-ag---,,,,,,,,
9469722,Más allá del decenio de los pueblos afrodescendientes,,,,,"Campoalegre Septien, Rosa.|||Bidaseca, Karina.",,,,2017,,,,,Primera edición.,monographic,,spa,text,print,353 pages ; 23 cm.,bibliography,,Blacks|||Social conditions|||Anti-racism,,Latin America|||cl-----,,,,,9789877222678|||9877222671,,,
8692626,Material cultures of slavery and abolition in the British Caribbean,,,,"Petley, Christer|||Lenik, Stephan",,,,,2017,,,,,,monographic,,eng,text,print,"ix, 154 pages ; 26 cm",,"Material things mattered immensely to those who engaged in daily struggles over the character and future of slavery and to those who subsequently contested the meanings of freedom in the post-emancipation Caribbean. Throughout the history of slavery, objects and places were significant to different groups of people, from the opulent master class to enslaved field hands as well as to other groups, including maroons, free people of colour and missionaries, all of who shared the lived environments of Caribbean plantation colonies. By exploring the rich material world inhabited by these people, this book offers new ways of seeing history from below, of linking localised experiences with global transformations and connecting deeply personal lived realities with larger epochal events that defined the history of slavery and its abolition in the British Caribbean. This book was originally published as a special issue of Slavery & Abolition.",Slavery|||History,,Caribbean Area|||cc-----,,,,,9781138698550|||1138698555,,,
85386,"Samba negro, espoliação branca",,,,"Rodrigues, Ana Maria (Rodrigues Ribeiro)",,São Paulo : Editora Hucitec,,1984,,,,,,,monographic,,por,text,print,"xiv, 143 p., [16] p. of plates : ill. ; 21 cm.",bibliography,,Carnival|||Sambas|||Blacks,,Brazil|||Rio de Janeiro|||s-bl---,,,,,,,,
9450444,"Negros Congos de Cuba, Los",,,,"Fuentes Guerra, Jesús, 1951-",,,,,2017,,,,2017,,monographic,,spa,text,print,"171 pages : illustration, maps ; 19 cm",bibliography,,Afro-Caribbean cults|||Anthropological linguistics|||Blacks|||Languages|||Religion,,Cuba|||nwcu---,,,,,9789593082600|||9593082603,,,
