id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
,At the siege of Quebec,"Otis, James, 1848-1912","Carter, F. A. (ill)",,,,English,text,print|||unmediated|||volume,"362, [6] pages, [5] leaves of plates : illustrations ; 20 cm",Fiction|||History|||Juvenile fiction|||Juvenile literature-1897|||Juvenile works|||Publishers' advertisements-1897|||War fiction|||novel|||text,,Youth|||Conduct of life|||Courage|||Frontier and pioneer life|||Voyages and travels|||Adventure stories|||War stories|||Battles|||Soldiers|||Indians of North America|||War|||History|||Siege of Québec (Québec : 1775-1776),"1775-1776|||Siege, 1775-1776","United States, Pennsylvania, Philadelphia|||Québec (Province)|||Québec (Québec)|||Québec",,,,,,
,Auld licht idylls,"Barrie, J. M. (James Matthew), 1860-1937",,,,,English,text,print,185 p. illus. 17 cm.,,,,,,,,,,,
,"Aunt Affable's Account of faithful Joe, the Negro",Aunt Affable,,,,,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations (wood engravings) ; 18 cm.,Juvenile poetry|||Juvenile works|||Poetry|||text,,Slaves|||Colonies|||Slavery|||British colonies|||Emancipation,,Great Britain,,,,,,
,Aunt Affable's Stories about ships,Aunt Affable,,,,,English,text,print|||unmediated|||volume,16 pages : color illustrations (engravings) ; 19 cm.,Juvenile literature|||Juvenile works|||text,,Ships|||Sailing ships|||Boats and boating,,England,,,,,,
,Aunt Affable's story about Cock Robin alive and well again,Aunt Affable,,,,,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm.",Children's books-England-1844|||Hand-coloured wood-engravings-England-1844|||Hand-coloured woodcuts-England-1844|||Illustrated wrappers (book covers)-England-1844|||Juvenile poetry|||Nursery rhymes-England-1844|||Publishers' advertisements-England-1844|||Wood engravings (prints-England-1844|||text,,Cock Robin (Fictitious character)|||Birds,,,,,,,,
,"Aunt Affable's story about William and Dick, and what Echo said to them",Aunt Affable,,,,,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm",Juvenile poetry|||text,,Conduct of life,,,,,,,,
,Aunt Affable's story of the little mouse that made itself a house in a Christmas cake,Aunt Affable,,,,,English,text,print|||unmediated|||volume,"14 pages, 2 unnumbered pages : color illustrations ; 18 cm",Juvenile poetry|||Juvenile works|||Poetry|||text,,Mice,,,,,,,,
,Aunt Bessie's picture book,,"Gilbert, John, 1817-1897 (ill)|||Watson, John Dawson, 1832-1892 (ill)|||Pletsch, Oscar, 1830-1888 (ill)|||Lawson, Francis Wilfred, 1842-1935 (ill)|||Weir, Harrison, 1824-1906 (ill)|||Gray, Paul. (ill)|||Barnes, R. (ill)|||Keyl, Friedrich Wilhelm, 1823-1871 (ill)|||Wolf, Joseph, 1820-1899 (ill)",,,,English,text,print,p. [191] - 376 p. : ill. ; 19 cm.,novel,,Children's stories,,"England, London|||United States, New York, New York",,,,,,
,Aunt Carrie's rhymes for children: to whom it is affectionately dedicated,"Miller, J.",,,,,English,text,print,"iv, 90 p., [4] leaves of plates : ill. ; 18 cm.",,,,,,,,,,,
,Aunt Charlotte's stories of English history for the little ones,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print,"ix, 286 p. : 52 ill. (some col.) 18 cm.",Juvenile literature,,History,,Great Britain,,,,,,
,Aunt Charlotte's stories of English history for the little ones,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901","Marks, Henry Stacey, 1829-1898",,,,English,text,print,"[7], vi-ix, [1], [5]-268, [4] p., [2] leaves of plates : ill. (some col.) ; 18 cm.",Hand-colored illustrations-1873|||Juvenile literature|||Publishers' catalogues-1873,,History|||Kings and rulers,,Great Britain,,,,,,
,Aunt Charlotte's stories of Greek history for the little ones,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",,,,,English,text,print|||unmediated|||volume,"[2], 347, [5], 16 pages, [2] leaf of plates : illustrations (some color) ; 18 cm",History|||Juvenile literature|||Juvenile works|||Publishers' catalogues-1876|||text,,"Mythology, Greek|||History|||Fairy tales.",,"England, London|||Greece|||Northern Ireland, Belfast",,,,,,
,"Aunt Jo's scrap-bag: an old-fashioned Thanksgiving, etc","Alcott, Louisa May, 1832-1888",,,,,English,text,print|||unmediated|||volume,"234, [6] pages, [2] leaves of plates : illustrations ; 17 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life,,,,,,,,
,"Aunt Jo's scrap-bag: my boys, etc","Alcott, Louisa May, 1832-1888",,,,,English,text,print|||unmediated|||volume,"215 pages, [2] leaves of plates : illustrations ; 17 cm.",Juvenile fiction|||Juvenile works|||text,,Children|||Conduct of life,,,,,,,,
,Aunt Jo's scrap-bag: shawl-straps,"Alcott, Louisa May, 1832-1888",,,,,English,text,print|||unmediated|||volume,"vi, 226, [6] pages, [2] leaves of plates : illustrations ; 17 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Travel|||Description and travel,,France|||Italy|||Switzerland|||London|||England|||London (England),,,,,,
,Aunt Judy's letters,"Gatty, Alfred, Mrs, 1809-1873","Lane, Clara S. (illustrator)",,,,English,text,print|||unmediated|||volume,183 pages : illustrations ; 18 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Children's stories|||Children|||Conduct of life,,,,,,,,
,Aunt Judy's magazine,,,,,,English,text,print,,,,,,,,,,,,
,Aunt Judy's tales,"Gatty, Alfred, Mrs, 1809-1873",,,,,English,text,print|||unmediated|||volume,"4 pages leaves, [1]-184 pages : illustrations ; 17.1 cm",text,,"Children's stories, English",,,,,,,,
,"Aunt Louisa's favourite toy book: comprising Cinderella, Puss in Boots, Picture puzzle alphabet, Ten little soldiers",,,,,,English,text,print,1 v. (unpaged) : (col.) ill. ; 27 cm.,,,"Children's literature, English|||Fairy tales",,,,,,,,
,Aunt Madge's story,"May, Sophie, 1833-1906",,,,,English,text,print,"1 p. l., 7-214 p. front., plates. 17 cm.",,,,,,,,,,,
,"Aunt Margaret, or, How John True kept his resolutions","Abbott, Jacob, 1803-1879",,,,,English,text,print,"160 p. : ill., front. ; 17 cm.",,,,,,,,,,,
,"Aunt Martha's corner cupboard: stories about tea, coffee, sugar, rice, etc","Kirby, Mary, 1817-1893|||Kirby, Elizabeth, 1823-1873",,,,,English,text,print,"164, [16] p. : ill. ; 17 cm.",Children's stories-1898|||Juvenile fiction|||Publishers' advertisements-1898|||novel,,Boys|||Conduct of life|||Brothers|||Laziness|||Aunts|||Tea|||Coffee|||Sugarcane|||Rice|||Children's stories,,"United States, Pennsylvania, Philadelphia",,,,,,
,"Aunt Mary's visit: a series of conversations on subjects, moral and religious for Sabbath schools",,,,,,English,text,print,151 p. : ill. ; 16 cm.,,,Ethics|||Religion|||Sunday school literature,,,,,,,,
,"Aunt Rachel, and her godson George: a reward book for Sunday school scholars","Attersoll, Julia.","Society for Promoting Christian Knowledge (Great Britain), General Literature Committee.",,,,English,text,print,82 p. : ill. (wood-engravings) ; 14 cm.,Juvenile literature,,Conduct of life|||Sunday school literature,,,,,,,,
,"Aunty Jaunty's the Emperor Chow, or, The butterfly's story",Aunty Jaunty,,,,,English,text,print|||unmediated|||volume,16 unnumbered pages : illustrations ; 19 cm,History|||Juvenile poetry|||Juvenile works|||Poetry|||text,,History|||Opium War (China : 1840-1842),"1840 - 1842|||Opium War, 1840-1842",China,,,,,,
,"Aunty Jaunty's tricks of Charley Cheshire, a young miser",Aunty Jaunty,,,,,English,text,print|||unmediated|||volume,16 unnumbered pages : color illustrations ; 19 cm,Juvenile literature-1836|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Dogs,,,,,,,,
,"authoress of the Odyssey: where and when she wrote, who she was, the use she made of the Iliad, and how the poem grew under her hands, The","Butler, Samuel, 1835-1902",,,,,English,text,print|||unmediated|||volume,"xv, 275 pages, [8] leaves of plates : illustrations ; 23 cm",text,,Homer|||Odyssey|||Odyssey (Homer),,,,,,,,
,"autocrat of the breakfast-table, The","Holmes, Oliver Wendell, 1809-1894","Pyle, Howard, 1853-1911 (illus)",,,,English,text,print,"2 v. fronts. (ports.) illus., plates. 21 cm.",,,,,,,,,,,
,Autumnal leaves: tales and sketches in prose and rhyme,"Child, Lydia Maria, 1802-1880",,,,,English,text,print|||electronic resource|||remote,365 p. 18 cm.,,,Autumn in literature,,,,,,,,
,Babes in the wood,,,,,,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 28 cm,text,,Children's stories,,,,,,,,
,"babes in the wood, The",,,,,,English,text,print|||unmediated|||volume,12 pages : illustrations ; 11 cm,Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,"Orphans|||Chapbooks|||Chapbooks, English",,,,,,,,
,"babes in the wood: one of R. Caldecott's picture books, The","Caldecott, Randolph, 1846-1886","Evans, Edmund, 1826-1905|||George Routledge and Sons",,,,English,text,print|||unmediated|||volume,30 pages illustrations (some color) 23 cm.,text,,,,,,,,,,
,Baby Bell,"Aldrich, Thomas Bailey, 1836-1907",,,,,English,text,print|||unmediated|||volume,"[4] pages, [20] leaves : illustrations ; 20 cm",text,,,,,,,,,,
,"Baby world: stories, rhymes and pictures for little folks",,"Dodge, Mary Mapes, 1830-1905 (com)|||Theodore L. De Vinne & Co (prt)",,,,English,text,print,"xiii, 303, [1] p. : ill. (some col.) ; 26 cm.",,,Children's stories|||Children's poetry,,"United States, New York, New York",,,,,,
,Babyland,,,,,,English,text,print,v. : ill. ; 25 cm.,Periodicals|||periodical,,Infants,,,,,,,,
,"baby's opera: a book of old rhymes with new dresses, The","Crane, Walter, 1845-1915","Crane, Walter, 1845-1915 (ill)|||Evans, Edmund, 1826-1905 (engraver)",,,,English,text,print,"56 p. : col. ill., music ; 19 x 19 cm",Color printing (Printing)|||Half-cloth bindings (Binding)-1877|||Juvenile literature-1877|||Nursery rhymes-1877|||Poems-1877|||Printed boards (Binding)|||Relief prints|||Songs,,Children's poetry|||Children's songs|||Picture books for children,,"England, London|||United States, New York, New York",,,,,,
,Baby's own alphabet,"Crane, Walter, 1845-1915","Evans, Edmund, 1826-1905",,,,English,text,print,[8] leaves : col. ill. ; 25 cm.,,,Alphabet rhymes,,,,,,,,
,"backwoods boy who became a minister: or, The family and personal history of Henry Adolph, The","Pitezel, John H., 1814-1906",,,,,English,text,print,"163 p. incl. front., 7 pl. 16 cm.",,,"Adolph, Henry 1814-",,,,,,,,
,"Bairns' annual for 1885-6, The",,"Corkran, Alice, approximately 1844-1916",,,,English,text,print|||unmediated|||volume,"174 pages, [1] leaf of plates : music ; 16 cm",text,,Children's stories|||Children's songs,,,,,,,,
,"balloon travels of Robert Merry and his young friends over various countries in Europe, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,English,text,print,"viii, 9⁾-312 p. : ill., front., plates ; 19 cm.",,,Geography|||Juvenile literature|||Description and travel,,Europe,,,,,,
,"balloon travels of Robert Merry and his young friends over various countries in Europe, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,,,English,text,print,"312 p., [6] leaves of plates : ill. ; 19 cm.",,,Geography|||Juvenile literature|||Description and travel,,Europe,,,,,,
,Banbury chap books and nursery toy book literature: of the XVIII and early XIX centuries⁾,"Pearson, Edwin.",,,,,English,text,print,"4⁾, v, 1⁾, 116 p. : illus., facsim. ; 27 x 20 cm.",,,Children's literature|||Chapbooks|||Illustrated books,,,,,,,,
,"Barberry bush: and eight other stories about girls for girls, The","Coolidge, Susan, 1835-1905",,,,,English,text,print,"2 p. l., [7]-357 [1] p., 6 l. : ill. ; 17.1 cm.",,,,,,,,,,,
,"Battle of Chevy Chase, The","Shele, Richard.","Shirley, James, 1596-1666",,,,English,text,print,23 p. : ill. (wood-engravings) ; 18 cm. (12mo),Chapbooks-Great Britain-19th century|||Specimens,,"Popular music|||Chapbooks, English|||Chapbooks",,"England|||Great Britain, England, Newcastle upon Tyne",,,,,,
,Battle of the monkey & the crab,,,,,,English|||Japanese,text,print|||unmediated|||volume,18 unnumbered pages : color illustrations ; 16 cm.,text,,Fairy tales|||Folklore,,Japan,,,,,,
,Beautiful Joe: an autobiography,"Saunders, Marshall, 1861-1947",,,,,English,text,print,359 p. ; 16 cm.,,,Dogs|||Legends and stories,,,,,,,,
,"beautiful life of Frances E. Willard: a memorial volume, The","Gordon, Anna Adams, 1853-1931",,,,,English,text,print,416 p. : ill. ; 25 cm.,biography,,"Women social reformers|||Biography|||Willard, Frances E. (Frances Elizabeth) 1839-1898|||Woman's Christian Temperance Union.",,United States,,,,,,
,Beautiful stories about children,"Dickens, Charles, 1812-1870",,,,,English,text,print|||unmediated|||volume,"320 pages : including frontispiece, illustrations, plates ; 26 cm",Fiction|||text,,Children,,,,,,,,
,"beautiful world and other poems, The","Wood, Helen J.|||Waithman, H. M. (Helen Maud)|||Dawson, E. (Ethel)","Wood, Helen J. (compiler)|||Waithman, H. M. (Helen Maud) (compiler)|||Dawson, E. (Ethel) (compiler)",,,,English,text,print|||unmediated|||volume,48 unnumbered pages : illustrations ; 19 x 27 cm,text,,English poetry,19th century,,,,,,,
,Beauty and the beast,,,,,,English,text,print,[14] p. : col. ill. ; 27 cm.,,,Beauty and the beast (Tale)|||Folklore|||Picture books for children|||Fairy tales,,France,,,,,,
,Beauty and the beast: a tale : for the entertainment of juvenile readers,,,,,,English,text,print,48 p. : ill. ; 13 cm.,,,Fairy tales,,,,,,,,
,Beauty and the beast,"Lamb, Charles, 1775-1834","Lang, Andrew, 1844-1912",,,,English,text,print,"xxiv, 42 p., 8⁾ leaves of plates : music ; 18 cm.",,,,,,,,,,,
,Bede's charity,"Stretton, Hesba, 1832-1911",,,,,English,text,print,"vi, 228 p., [7] leaves of plates : ill. ; 19 cm.",,,,,,,,,,,
,"bee-man of Orn: and other fanciful tales, The","Stockton, Frank R., 1834-1902",,,,,English,text,print|||unmediated|||volume,"2 preliminary leaves, 193 pages : illustrations ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Bees,,,,,,,,
,Beechnut: A Franconia story,"Abbott, Jacob, 1803-1879",,,,,English,text,print|||unmediated|||volume,"211 pages, illustrations 18 cm.",Children's stories|||Fiction|||Juvenile fiction|||Juvenile works|||text,,Children|||Conduct of life|||Country life,,,,,,,,
,Beechnut: a Franconia story,"Abbott, Jacob, 1803-1879","Roberts, William, approximately 1829- (wood-engraver)",,,,English,text,print|||unmediated|||volume,"211, 4 pages : illustrations ; 17 cm.",Children's stories|||Fiction|||Juvenile literature-1850|||Juvenile works|||text,,Children's stories,,,,,,,,
,Beechnut: a Franconia story ; Rodolphus : a Franconia story,"Abbott, Jacob, 1803-1879","Roberts, William, approximately 1829- (wood-engraver)|||Doepler, Carl Emil, 1824-1905 (illustrator)|||Abbott, Jacob, 1803-1879",,,,English,text,print|||unmediated|||volume,"211, 227, 2 pages : illustrations ; 18 cm.",Juvenile literature-1888|||text,,,,,,,,,,
,Beers' almanac for the year of our Lord ... calculated for the meridian of Hartford,"Beers, Andrew, 1749-1824",,,,,English,text,print,v. ; 18 cm.,,,"Almanacs, American",,Connecticut,,,,,,
,Before snow-time and other stories,,"Humphrey, Frances A.",,,,English,text,print,[44] p. : ill. ; 24 cm.,Children's stories,,,,"United States, Massachusetts, Boston",,,,,,
,Being a boy,"Warner, Charles Dudley, 1829-1900",,,,,English,text,print,"1⁾, vi, 244 p. : ill. ; 17 cm.",,,,,,,,,,,
,Being a boy,"Warner, Charles Dudley, 1829-1900","Johnson, Clifton (illus)",,,,English,text,print,"x, 186, 2⁾ p., 31 leaves : ill., front., plates ; 20 cm.",,,,,,,,,,,
,Belford's chatterbox,,,,,,English,text,print,v. : ill. ; 26 cm.,,,Children's literature|||Periodicals|||Children's poetry,,,,,,,,
,Belle Lovel,T. R. Y.,,,,,English,text,print,"342 p., [4] leaves : ill. ; 18 cm.",Juvenile literature,,Conduct of life,,,,,,,,
,Belle's pink boots,"Mathews, Joanna H. (Joanna Hooe), 1849-1901","Waugh, Ida, -1919 (ill)|||University Press (Cambridge, Mass.) (prt)|||John Wilson and Son (prt)",,,,English,text,print|||unmediated|||volume,"200 pages, [15] leaves of plates : illustrations ; 22 cm",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Children|||Conduct of life|||Sisters|||Families|||Aunts|||Strawberries|||Physicians|||Aquariums,,,,,,,,
,"Ben, the luggage boy, or, Among the wharves","Alger, Horatio, Jr, 1832-1899",,,,,English,text,print|||unmediated|||volume,"290, 6 pages, [2] leaves of plates : illustrations ; 20 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1870|||Juvenile works|||text,,Success|||Conduct of life|||City and town life|||Families|||Boys|||Abusive men|||Street life|||Friendship|||Wealth,,,,,,,,
,"Berkeley the banker, or bank notes and bullion: a tale for the times","Martineau, Harriet, 1802-1876",,,,,English,text,print|||unmediated|||volume,2 volumes 16 cm,text,,,,,,,,,,
,"Bert's confession, and other stories","Pratt-Chadwick, Mara L. (Mara Louise)","Pierce, William J. (egr)|||Kilburn, Samuel Smith. (egr)",,,,English,text,print,65-121 p. : ill. ; 16 cm.,Children's stories|||novel,,,,"United States, New Hampshire, Dover|||United States, Massachusetts, Boston",,,,,,
,Beside the bonnie brier bush,"Maclaren, Ian, 1850-1907",,,,,English,text,print|||unmediated|||volume,"vi, 218 pages ; 16 cm",Fiction|||Juvenile works|||Publishers' catalogues-1895|||text,The story of the people and their life in a small rural town.,Country life|||Manners and customs|||Social life and customs,,Scotland,,,,,,
