id,title,uniform_title,alternative_title,enumeration_chronology,creator,contributor,associated_name,publication_place,publisher,publication_date,start_date,end_date,encoded_date,creation_date,display_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,isbn,issn,lccn,oclcn,url
9958127063406236,Família de negros: entre a pobreza e a herança cultural,,,,"Pinto, Sergio Mauricio Costa da Silva.",,,Rio de Janeiro,E-Papers,,,,,,,,,monographic,,Portuguese,text,print,248 p. : ill. ; 21 cm.,bibliography,,"Blacks|||Social conditions|||Families, Black|||History|||Slavery",,Salvador|||Brazil,,,,9788576501725|||8576501724,,2009308967,,
9958135373406236,"trickster comes west: Pan-African influence in early Black diasporan narratives, The",,,,"M'Baye, Babacar, 1967-",,,Jackson,University Press of Mississippi,,,,2009,,,,,monographic,,English,text,print,"x, 247 p. ; 24 cm.",bibliography|||government publication,,Caribbean literature (English)|||Black authors|||History and criticism|||American literature|||African American authors|||Blacks|||Race identity|||Pan-Africanism in literature|||Slave narratives|||Tricksters in literature|||African diaspora in literature|||Slavery in literature|||Civilization|||African influences,,South America|||North America|||America,,,,9781604732337 (cloth : alk. paper)|||1604732334 (cloth : alk. paper),,2008045576,,
9958147273406236,Marx y los historiadores: ante la hacienda y la plantación esclavistas,,,,"Ibarra, Jorge, 1931-2017",,,La Habana,"Editorial de Ciencias Sociales, 2008.",,,,2008,,,,,monographic,,Spanish,text,print,369 p. ; 21 cm.,bibliography,,Slavery|||Plantations,,West Indies|||America|||Brazil|||South America|||North America|||Cuba,,,,9789590611315|||9590611311,,,,
9958153673406236,Ṣàngó in Africa and the African diaspora,,,,,"Tishken, Joel E., 1971-|||Falola, Toyin.|||Akínyẹmí, Akíntúndé.",,Bloomington,Indiana University Press,,,,2009,,,,,monographic,,English,text,print,"ix, 365 p. : ill., maps ; 24 cm.",bibliography|||government publication,,Orisha religion|||Yoruba (African people)|||Religion|||Afro-Brazilian cults|||African diaspora|||(Yoruba deity) Shango,,Nigeria|||Haiti|||Brazil,,,,9780253353368 (cloth : alk. paper)|||025335336X (cloth : alk. paper)|||9780253220943 (pbk. : alk. paper)|||0253220947 (pbk. : alk. paper),,2008055799,,
9958154133406236,Colonial blackness: a history of Afro-Mexico,,,,"Bennett, Herman L. (Herman Lee), 1964-",,,Bloomington,Indiana University Press,,,,2009,,,,,monographic,,English,text,print,"xvi, 227 p. ; 25 cm.",bibliography|||government publication,,Blacks|||History|||Race relations,17th century,Mexico,,,,9780253353382 (cloth : alk. paper)|||0253353386 (cloth : alk. paper),,2009001520,,
9958277523406236,Diversidade & ações afirmativas,,Diversidade e ações afirmativas,,,"Santos, Ivanir dos.|||Rocha, José Geraldo da.",,Rio de Janeiro,"Centro de Articulação de Populações Marginalizadas, CEAP",,,,2007,,,,,monographic,,Portuguese,text,print,205 p. ; 21 cm.,bibliography,,Affirmative action programs in education|||Racism|||Blacks|||Education (Higher)|||Indians of South America|||Social conditions|||Ethnic relations,,Brazil,,,,9788599889077|||8599889079,,,,
9958278323406236,Lideranças negras,,,,"Contins, Marcia.",,,Rio de Janeiro,Aeroplano,,,,2005,,,,,monographic,,Portuguese,text,print,469 p. ; 21 cm.,Interviews|||biography,,Blacks|||Politics and government|||Social conditions|||Social movements,,Brazil|||Rio de Janeiro,,,,858657984X|||9788586579844,,2006336938,,
9958278353406236,"Anti-racismo e seus paradoxos: reflexões sobre cota racial, raça e racismo",,"Reflexões sobre cota racial, raça e racismo",,"Azevedo, Celia Maria Marinho de.",,,"São Paulo, SP, Brasil",Annablume,,,,,,,,1a ed.,monographic,,Portuguese,text,print,143 p. ; 21 cm.,bibliography,,Race|||Racism|||Blacks|||Race identity|||Negros|||Negros (sociedade;discriminação)|||Racismo|||Discriminação social|||Inclusão social|||Universidade|||Race relations,,Brazil|||Brasil,,,,857419431X|||9788574194318,,2006338191,,
9958278393406236,Ações afirmativas e combate ao racismo nas Américas,,,,,"Pinto, Ana Flávia Magalhães.|||Braga, Maria Lúcia de Santana.|||Santos, Sales Augusto dos.",,Brasília,"Ministério da Educação, Secretaria de Educação Continuada, Alfabetização e Diversidade|||Banco Interamericano de Desenvolvimento|||Unesco",,,,,,,,,monographic,,Portuguese,text,print,397 p. : ill. ; 25 cm.,bibliography,,Affirmative action programs in education|||Racism|||Blacks|||Social conditions|||Ethnic relations,,Latin America|||Brazil,,,,,,,,
9958278423406236,Cotas raciais no Brasil: a primeira avaliação,,,,,"Brandão, André Augusto.",,"Rio de Janeiro, RJ, Brasil|||Buenos Aires, Argentina]","DP&A Editora|||Laboratório de Políticas Públicas (LPP/UERJ)|||CLACSO, Programa Sul-Sul",,,,2007,,,,,monographic,,Portuguese,text,print,279 p. ; 21 cm.,bibliography,,Affirmative action programs in education|||Discrimination in higher education|||Blacks|||Education (Higher)|||Indians of South America|||Public universities and colleges|||Admission,,Brazil,,,,9798574903919,,2008318451,,
9958278453406236,"idioma da mestiçagem: as irmandades de pardos na América portuguesa, O",,,,"Viana, Larissa, 1971-",,,"Campinas, SP, Brasil",Editora Unicamp,,,,2007,,,,,monographic,,Portuguese,text,print,238 p. : ill. ; 21 cm.,bibliography,"""A história das irmandades religiosas no Brasil colonial abre uma janela para a compreensão de identidades, alianças, conflitos e tensões que permeavam a sociedade escravista. Este livro examina especialmente a formação das irmandades de pardos na América portuguesa. Estimulando a criação de devoções próprias, essas instituições se espalharam por diferentes cidades coloniais entre os séculos XVII e XVIII e oferecem ao historiador a possibilidade de pensar sobre algumas questões relevantes para esse período: Quem eram os devotos pardos? Suas agremiações desafiavam, ainda que simbolicamente, as hierarquias coloniais fundadas sobre as noções de honra e ascendência? Como elas se inseriam naquela sociedade? Mestiçagem, identidades e hierarquias sociais são temas privilegiados neste livro, que, baseado em uma pesquisa documental inédita, ilumina a dinâmica das relações entre religião e sociedade no Brasil escravista.""--P. 4 of cover.",Miscegenation|||History|||Blacks|||Race identity|||Brotherhoods|||Slavery|||Negros (história)|||Miscigenação|||Religiosidade popular|||Irmandades (história)|||Escravidão|||Race relations,,Brasil|||Brazil|||Rio de Janeiro,,,,9788526807716|||8526807714,,2008318458,,
9958326963406236,Cimarrones de Panamá: la forja de una identidad afroamericana en el siglo XVI,,,,"Tardieu, Jean-Pierre, 1944-",,,Madrid|||Frankfurt am Main,Iberoamericana|||Vervuert,,,,,,,,,monographic,,Spanish,text,print,"288 p. : ill., maps ; 24 cm.",bibliography,,Maroons|||History|||Blacks|||Slavery|||Slave insurrections|||Pirates,16th century,Caribbean Area; Caribbean Sea|||Caribbean Area|||Panama,,,,9788484894568 (Iberoamericana)|||8484894568 (Iberoamericana)|||9783865274922 (Vervuert)|||3865274927 (Vervuert),,,,
9958346933406236,Negro de corpo e alma =: black in body and soul,,Black in body and soul|||Mostra do Redescobrimento,,,"Mostra do Redescobrimento (2000 : São Paulo, Brazil)|||Aguilar, Nelson.|||Araújo, Emanoel, 1940-|||Fundação Bienal de São Paulo|||Associação Brasil 500 Anos Artes Visuais",,São Paulo,Fundação Bienal de São Paulo|||Associação Brasil 500 Anos Artes Visuais,,,,2000,,,,,monographic,,English|||Portuguese,text,print,559 p. : ill. (some col.) ; 32 cm.,Exhibitions|||Pictorial works|||bibliography,,"Art, Brazilian|||Blacks in art|||Art, Black|||Blacks|||Photography|||Exhibitions|||History|||Race relations",,Brazil,,,,8587742132|||9788587742131,,,,
9958356993406236,"jogo da dissimulação: abolição e cidadania negra no Brasil, O",,,,"Albuquerque, Wlamyra Ribeiro de.",,,"São Paulo, SP",Companhia das Letras,,,,,,,,,monographic,,Portuguese,text,print,319 p. : ill. ; 21 cm.,bibliography,,Blacks|||Social conditions|||Slaves|||Emancipation|||History|||Citizenship,19th century,Brazil|||Bahia (State),,,,9788535914016|||8535914013,,2009348241,,
9958357023406236,"remissão do cativeiro: a dádiva da alforria e o governo dos escravos nos Campos dos Goitacases, c. 1750-c. 1830, A",,"Dádiva da alforria e o governo dos escravos nos Campos dos Goitacases, c. 1750-c. 1830",,"Soares, Márcio de Sousa.",,,"Rio de Janeiro, Brazil]",Apicuri,,,,,,,,,monographic,,Portuguese,text,print,295 p. : ill. ; 23 cm.,bibliography,,Slavery|||History|||Slaves|||Emancipation|||Freedmen,18th century|||19th century,Campos (Rio de Janeiro)|||Brazil,,,,9788561022136|||8561022132,,2009344709,,
9958357213406236,Religiões afro-brasileiras,,,,,"Cavalcanti, Bruno César.|||Fernandes, Clara Suassuna.|||Barros, Rachel Rocha de Almeida.|||Universidade Federal de Alagoas, Núcleo de Estudos Afro-Brasileiros.",,"Maceió, Alagoas",Edufal,,,,,,,,,monographic,,Portuguese,text,print,"146 p. : ill., maps ; 29 cm.",bibliography|||government publication,,Afro-Brazilian cults|||Blacks|||Religion,,Brazil,,,,9788571774469 (pbk.)|||8571774463 (pbk.),,,,
9958373313406236,Abordajes y aproximaciones: ensayos sobre literatura peruana del siglo XX (1950-2001),,,,"Orihuela, Carlos L.",,,"La Victoria, Lima, Peru",Hipocampo Editores|||Escuela de Posgrado de la Universidad Nacional Mayor de San Marcos,,,,,,,,1a. ed.,monographic,,Spanish,text,print,181 p. ; 25 cm.,bibliography,Nueve ensayos donde se revisa y analiza algunos autores y obras más representativos de aproximadamente 50 años de la literatura peruana contemporánea.,Peruvian literature|||History and criticism|||Black authors,20th century,Peru,,,,9786124520525|||6124520524,,2009662655,,
9958378393406236,¡Aquí estamos!: el negro en la obra de Nicolás Guillén,Selections. 2008,Negro en la obra de Nicolás Guillén,,"Guillén, Nicolás, 1902-1989","García Ronda, Denia.",,La Habana,Editorial de Ciencias Sociales,,,,,,,,,monographic,,Spanish,text,print,350 p. ; 21 cm.,Poetry,,Blacks,,Cuba,,,,9789590611209|||9590611206,,,,
9958481643406236,Sweet liberty: the final days of slavery in Martinique,,,,"Schloss, Rebecca Hartkopf, 1970-",,,Philadelphia,University of Pennsylvania Press,,,,2009,,,,,monographic,,English,text,print,"vi, 300 p. : ill., maps ; 24 cm.",bibliography,,Slavery|||History|||Slaves,,Martinique,,,,9780812241723 (alk. paper)|||081224172X (alk. paper),,2008051923,,
9958560183406236,"galeses en la Patagonia III: selección de conferencias y trabajos presentados en el III Foro sobre el tema realizado en Puerto Madryn en el año 2006, Los",,,,,"Foro Internacional sobre los Galeses en la Patagonia (3rd : 2006 : Puerto Madryn, Argentina)|||Fundación Ameghino",,Argentina],Fundación Ameghino|||Asociación Punta Cuevas|||Asociación Cultural Galesa de Puerto Madryn,,,,2008,,,,1a. ed.,monographic,,Spanish,text,print,332 p. : ill. ; 22 cm.,Congresses|||bibliography|||conference publication,,Welsh|||Colonization|||Ethnic relations,,Patagonia (Argentina and Chile)|||Chile|||Argentina,,,,9789872457716|||9872457719,,2009400262,,http://pitt.idm.oclc.org/login?url=http://core.cambeiro.com.ar/0-141574-3.pdf
9958565873406236,"""Colección de anuncios sobre esclavos"": desde el comienzo del Montevideo de la ""Guerra Grande"", en 1839, hasta la abolición ""parcial"" de la esclavitud, el 12 de diciembre de 1842",,,,"Kandame, Néstor A. H. (Néstor A. Hormiga)",,,"Montevideo, Uruguay",[s.n],,,,,,,,,monographic,,Spanish|||Portuguese,text,print,82 p. : ill. ; 27 cm.,,,Slave trade|||History|||Slaves,,Uruguay,,,,9974960274|||9789974960275,,,,
9958932213406236,"Testament de mort d'Ogé: et adresse de Pinchinat aux hommes de couleur, en date du 13 décember dernier, : avec la réfutation de cette adresse; par un habitant de Saint-Domingue, : suivi d'un récit des journées des 9 et 10 novembre dernier, à Saint Marc",,,,,"Ogé, Jacques, -1791|||Pinchinat, Pierre.",,A Philadelphie,"Chez Parent, imprimeur, rue Vine, au coin de la troisième Nord, no. 85",,,,1793,,,,,monographic,,French,text,electronic|||electronic resource|||remote,"[2], 30 p.",,,"Racially mixed people|||History|||Politics and government|||Race relations|||Ogé, Vincent 1750?-1790|||Ogé, Jacques -1791","To 1791|||Revolution, 1791-1804|||1791-1804","United States, Pennsylvania, Philadelphia|||Haiti",,,,,,,,http://pitt.idm.oclc.org/login?url=http://opac.newsbank.com/select/evans/46887
9958985153406236,"Discriminación y racismo y panorama para revertirlos: Bolivia, Guatemala, Panamá, Perú",,,,,"Cunningham Kain, Myrna.|||Sactic, Norma.|||Rivera Zea, Tarcila.",,Quito,UNIFEM Fondo de Desarrollo de las Naciones Unidas para la Mujer-Región Andina,,,,,,,,1a. ed.,monographic,,Spanish,text,print,213 p. : ill. (some col.) ; 30 cm.,bibliography|||government publication,,Indian women|||Social conditions|||Race discrimination|||Racism|||Sex discrimination against women,,Latin America,,,,9789978998113|||997899811X,,,,
9959005163406236,Chica da Silva: a Brazilian slave of the eighteenth century,,,,"Furtado, Júnia Ferreira.",,,Cambridge|||New York,Cambridge University Press,,,,,,,,,monographic,,English,text,print,"xxv, 322 p., [8] p. of plates : ill., maps ; 23 cm.",bibliography|||biography,,"Slaves|||Slavery|||History|||Social conditions|||Silva, Chica da approximately 1732-1796",18th century,Brazil,,,,9780521884655|||0521884659|||9780521711555 (pbk.)|||052171155X (pbk.),,2007036949,,
9959006523406236,Race and classification: the case of Mexican America,,,,,"Katzew, Ilona.|||Deans-Smith, Susan, 1953-",,"Stanford, Calif",Stanford University Press,,,,2009,,,,,monographic,,English,text,print,"xxiii, 356 p. : ill. ; 23 cm.",Congresses|||bibliography|||conference publication,,Racism|||History|||Ethnicity|||Race in art|||Race in literature|||Race relations,,"Southern States|||Southwestern States|||Southwest, New|||Mexico",,,,9780804761406 (cloth : alk. paper)|||080476140X (cloth : alk. paper)|||9780804761413 (pbk. : alk. paper)|||0804761418 (pbk. : alk. paper),,2008041876,,
9959042173406236,"Black and green: Afro-Colombians, development, and nature in the Pacific lowlands",,,,"Asher, Kiran.",,,Durham [N.C.],Duke University Press,,,,,,,,,monographic,,English,text,print,"xv, 247 p. : ill., maps ; 24 cm.",bibliography,,Blacks|||Social conditions|||Civil rights|||Race identity|||History|||Civil rights movements|||Civilization|||African influences,,Colombia|||Pacific Coast (Colombia)|||Pacific Coast,,,,9780822344872 (cloth : alk. paper)|||0822344874 (cloth : alk. paper)|||9780822344834 (pbk. : alk. paper)|||0822344831 (pbk. : alk. paper),,2009005700,,
9959065093406236,"ser negro: a construção de subjetividades em afro-brasileiros, O",,,,"André, Maria da Cosolação.",,,Brasilia,4 Estações,,,,,,,,,monographic,,Portuguese,text,print,266 p. ; 21 cm.,bibliography,,Blacks|||Race identity|||Social conditions|||Race relations,,Brazil,,,,9788572383523|||8572383522,,,,
9959065103406236,"efeitos psicossociais do racismo, Os",,,,,"Pompeu, Fernanda.|||Instituto Amma Psique e Negritude",,São Paulo SP [Brazil],Imprensa Oficial|||Instituto AMMA Psique e Negritude,,,,,,,,,monographic,,Portuguese,text,print,81 p. : ill. ; 28 cm.,government publication,,Race discrimination|||Blacks|||Psychology|||Race identity|||Racism|||Psychological aspects|||Race|||Race awareness|||Race relations,,Brazil,,,,9788570605979|||8570605978,,,,
9959076223406236,"De la machina imperial a la vereda tropical: poesía, identidad y nación en el Caribe afrohispánico",,"Poesía, identidad y nación en el Caribe afrohispánico",,"Maglia, Graciela.",,,Bogotá,Pontificia Universidad Javeriana,,,,,,,,1. ed.,monographic,,Spanish,text,print,307 p. : ill. (some col.) ; 24 cm.,,,Spanish American poetry|||Black authors|||History and criticism|||Caribbean poetry (Spanish)|||Political aspects|||Nationalism and literature|||Colombian poetry,,,,,,9789587162479|||9587162471,,,,
9959076323406236,"sueño del ahorcado: una experiencia subjetiva de la pena de muerte a finales de la colonia (Nóvita, siglo XVIII), El",,,,"Espinosa, Iván.","Universidad de los Andes (Bogotá, Colombia), Departamento de Historia.",,"Bogotá D.C., Colombia","Universidad de los Andes, Facultad de Ciencias Sociales-CESO, Departamento de Historia",,,,,,,,1. ed.,monographic,,Spanish,text,print,"190 p. : ill., maps ; 24 cm.",bibliography|||biography,"Detailed analysis of the murder of Andrés Ortiz in Nóvita, Colombia in 1773, in the context of colonial Colombia, gold mining, and slavery.",Blacks|||Social conditions|||Slaves|||Slavery|||History|||Capital punishment|||Gold mines and mining|||Race relations,18th century,Colombia|||Nóvita (Colombia)|||Nóvita,,,,9789586953559|||9586953556,,2009476820,,
9959076423406236,"derecho a no ser discriminado: primer informe sobre discriminación racial y derechos de la población afrocolombiana : version resumida, El",,,,"Rodríguez Garavito, César A.","Alfonso Sierra, Tatiana.|||Cavelier Adarve, Isabel.|||Observatorio de Discriminación Racial (Colombia)",,Bogotá,"Observatorio de Discriminación Racial|||Programa de Justicia Global y Derechos Humanos y CIJUS, Universidad de los Andes|||Proceso de Comunidades Negras (PCN)|||Centro de Estudios de Derecho, Justicia y Sociedad (Dejusticia)",,,,,,,,1. ed.,monographic,,Spanish,text,print,"69 p. : ill., map ; 23 cm.",bibliography,,"Blacks|||Legal status, laws, etc|||Civil rights|||Race discrimination|||Human rights",,Colombia,,,,9789586953863|||9586953866,,,,
9959076433406236,"desplazamiento afro: tierra, violencia y derechos de las comunidades negras en Colombia, El",,,,"Rodríguez Garavito, César A.","Rodríguez Garavito, César A.|||Alfonso Sierra, Tatiana.|||Cavelier Adarve, Isabel.|||Universidad de los Andes (Bogotá, Colombia), Centro de Investigaciones Sociojurídicas.",,Bogotá,"Universidad de los Andes, Facultad de Derecho, CIJUS|||Ediciones Uniandes",,,,,,,,1a. ed.,monographic,,Spanish,text,print,271 p. ; 19 cm.,bibliography,,Blacks|||Economic conditions|||Democracy|||Race discrimination|||Social conditions,,Colombia,,,,9789586954273|||9586954277,,2009481376,,
