,assignee,link,genre_extended,genre_2_extended,level_of_confidence,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
119,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066227731,pamphlets​,,3=high confidence,31735066227731,"negro history week,",,1951,,university of pittsburgh,1.0,12.0,text,archival document
120,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544791,statements,,1=slight confidence,31735061544791,spu program statement,,,,university of pittsburgh,11.0,147.0,text,archival document
121,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659201,pamphlets​,,3=high confidence,31735061659201,"""constitution of the communist political association""",,,,university of pittsburgh,4.0,37.0,text,archival document
122,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061542498,​fliers,,3=high confidence,31735061542498,"rustin, mcreynolds, and barton lecture flyer,",,1961-10-01,,university of pittsburgh,11.0,191.0,text,archival document
123,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194378,serials (publications),,3=high confidence,31735058194378,"the kodak worker, v.1, n. 8,",,1928-09,,university of pittsburgh,4.0,15.0,text,archival document
124,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659755,pamphlets​,,3=high confidence,31735061659755,"""intellectuals and the war"", by v.j. jerome",,,,university of pittsburgh,3.0,39.0,text,archival document
125,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659532,​fliers,,3=high confidence,31735061659532,"""vote for john makowski"", communist candidate for council- ward 21",,,,university of pittsburgh,3.0,2.0,text,archival document
126,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075092,serials (publications),newspaper​s,3=high confidence,31735070075092,"political action; political action (milwaukee, wis.)",,,1912-03-02,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
127,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658153,pamphlets​,,3=high confidence,31735061658153,"""the menace of opportunism"", by max bedacht",,,,university of pittsburgh,3.0,111.0,text,archival document
128,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537704,pamphlets​,,3=high confidence,31735061537704,"""is communism un-american?"", 9 questions about the communist party answered, by eugene dennis,",,1947-03,,university of pittsburgh,4.0,70.0,text,archival document
129,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543892,​fliers,,3=high confidence,31735061543892,flyer to vote for henry steinberg,,,,university of pittsburgh,10.0,38.0,text,archival document
130,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659235,pamphlets​,,3=high confidence,31735061659235,"""dust off your dreams"", the story of american youth for democracy",,,,university of pittsburgh,4.0,9.0,text,archival document
131,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450824,leaflets (printed works),,3=high confidence,31735047450824,"""he had enough! - westinghouse iue leader returns to ue"" booklet",,,,university of pittsburgh,37.0,84.0,text,archival document
132,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659052,pamphlets​,,3=high confidence,31735061659052,"""nazis preferred"", the renazification of western germany, by moses miller,",,1950-06,,university of pittsburgh,3.0,138.0,text,archival document
133,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537563,photographs​,,3=high confidence,31735061537563,"communist rioters in cleveland, ohio,",,1930-10-03,,university of pittsburgh,4.0,145.0,still image,archival document
134,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228945,pamphlets​,,3=high confidence,31735066228945,"anti-soviet sabotage exposed, by g.m. krzhyzhanovsky",,,,university of pittsburgh,7.0,5.0,text,archival document
135,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482795,photographs​,,3=high confidence,31735060482795,"""don't hurt those children in vietnam"" protest",,,,university of pittsburgh,12.0,51.0,still image,archival document
136,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540302,papers (documents),,2= moderate confidence,31735061540302,"""basis of unity for the campus anti-imperialist coalition""",,,,university of pittsburgh,7.0,126.0,text,archival document
137,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060483009,pamphlets​,,3=high confidence,31735060483009,"in defense of negro rights, by benjamin j. davis,",,1950-01,,university of pittsburgh,1.0,6.0,text,archival document
138,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066205307,files (document groupings),,1=slight confidence,31735066205307,"""tom mooney"" files",,,,university of pittsburgh,14.0,12.0,text,archival document
139,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538629,​fliers,,3=high confidence,31735061538629,"""what makes latin america explosive"" flyer",,,,university of pittsburgh,11.0,95.0,text,archival document
140,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450386,clippings,,3=high confidence,31735047450386,"fannie sellins newspaper clippings,",,1989-09,,university of pittsburgh,37.0,28.0,text,archival document
141,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057397,serials (publications),newspaper​s,3=high confidence,31735070057397,"political action; political action (milwaukee, wis.)",,,1912-04-13,university of pittsburgh,,,text,newspapers; newspapers.; newspaper
142,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228275,pamphlets​,,3=high confidence,31735066228275,"""the chicanos"",",,1973,,university of pittsburgh,5.0,5.0,text,archival document
143,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482035,leaflets (printed works),,3=high confidence,31735060482035,a call for a petition campaign and youth march,,,,university of pittsburgh,13.0,16.0,text,archival document
144,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658393,pamphlets​,,3=high confidence,31735061658393,"""democracy in danger"", by mary collins,",,1938-09,,university of pittsburgh,3.0,108.0,text,archival document
145,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194022,serials (publications),bulletin,3=high confidence,31735058194022,"student peace union bulletin,",,1962-01,,university of pittsburgh,12.0,19.0,text,archival document
146,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150892,serials (publications),periodicals​,3=high confidence,31735065150892,mine mill union; union; mine-mill union; sindicato,,,1954-08-30,university of pittsburgh,,,text,periodical; periodicals.; periodicals
147,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065151205,serials (publications),periodicals​,3=high confidence,31735065151205,mine mill union; union; mine-mill union; sindicato,,,1955-01-17,university of pittsburgh,,,text,periodical; periodicals.; periodicals
148,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656744,cards (information artifacts),,3=high confidence,31735061656744,"grand march festival given by the socialists of st. paul, minn. at germania turner hall,",,1894,,university of pittsburgh,10.0,44.0,text,archival document
149,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544262,postcard​s,,3=high confidence,31735061544262,"army education center postcard,",,1963-12,,university of pittsburgh,11.0,144.0,text,archival document
150,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659904,pamphlets​,,3=high confidence,31735061659904,"""religion and communism"", by earl browder,",,1935-06,,university of pittsburgh,3.0,19.0,text,archival document
151,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544551,statements,,1=slight confidence,31735061544551,"""policy statement"" from washington d.c. protest",,,,university of pittsburgh,11.0,154.0,text,archival document
152,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543801,membership cards,,3=high confidence,31735061543801,a socialist party of america membership card,,,,university of pittsburgh,10.0,95.0,text,archival document
153,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538546,pamphlets​,,3=high confidence,31735061538546,"3 worker's world party pamphlets stating ""people's needs, yes! profits and war, no!""",,,,university of pittsburgh,11.0,122.0,text,archival document
154,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911499,serials (publications),periodicals​,3=high confidence,31735067911499,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1953-07-13,university of pittsburgh,,,text,periodical; periodicals.; periodicals
155,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451046,leaflets (printed works),,3=high confidence,31735047451046,"""let's look at the record! your paid holidays, vacations and overtime""",,,,university of pittsburgh,,107.0,text,archival document
156,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228721,pamphlets​,,3=high confidence,31735066228721,"""karl marx, the man and his work and the constructive elements of socialism"", three lectures and two essays by karl dannenberg,",,1918,,university of pittsburgh,10.0,42.0,text,archival document
157,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658831,pamphlets​,,3=high confidence,31735061658831,"""the big tax swindle and how to stop it"", an analysis and program for action,",,1969-05,,university of pittsburgh,4.0,28.0,text,archival document
158,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150157,serials (publications),periodicals​,3=high confidence,31735065150157,mine mill union; union; mine-mill union; sindicato,,,1960-10,university of pittsburgh,,,text,periodical; periodicals.; periodicals
159,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354822,serials (publications),periodicals​,3=high confidence,31735068354822,"union; mine-mill union; sindicato; union (denver, colo. : 1942)",,,1952-07-14,university of pittsburgh,,,text,periodical; periodicals.; periodicals
160,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150330,serials (publications),periodicals​,3=high confidence,31735065150330,mine mill union; union; mine-mill union; sindicato,,,1954-01-18,university of pittsburgh,,,text,periodical; periodicals.; periodicals
161,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354962,serials (publications),periodicals​,3=high confidence,31735068354962,mine mill union; union; mine-mill union; sindicato,,,1962-10,university of pittsburgh,,,text,periodical; periodicals.; periodicals
162,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194436,leaflets (printed works),,3=high confidence,31735058194436,"""a public forum for the discussion of the socialist workers party program"" leaflet,",,1960-10-15,,university of pittsburgh,11.0,89.0,text,archival document
163,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058193966,pamphlets​,,3=high confidence,31735058193966,"""the pacifist ethic and humanism"" pamphlet,",,1961,,university of pittsburgh,8.0,5.0,text,archival document
164,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482647,​fliers,,3=high confidence,31735060482647,"flyer advertising a demonstration referred to as the ""mass funeral""",,,,university of pittsburgh,13.0,1.0,text,archival document
165,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150017,serials (publications),periodicals​,3=high confidence,31735065150017,mine mill union; union; mine-mill union; sindicato,,,1960-01,university of pittsburgh,,,text,periodical; periodicals.; periodicals
166,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658971,serials (publications),,2= moderate confidence,31735061658971,"ycl pacesetter,",,1939-08,,university of pittsburgh,3.0,136.0,text,archival document
167,Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538660,pamphlets​,,3=high confidence,31735061538660,"union-smashing in sacramento, the truth about the criminal syndicalism trial, by herbert solow,",,1935-08,,university of pittsburgh,11.0,93.0,text,archival document
