assignee,link,identifier,title,date_created,date_issued,type_of_resource,genre,genre 2,level_of_confidence,note,, 
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482795,31735060482795,"""Don't Hurt Those Children in Vietnam"" Protest",,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540302,31735061540302,"""Basis of Unity for the Campus Anti-Imperialist Coalition""",,,text,papers (documents),,2= moderate confidence,draft,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060483009,31735060483009,"In Defense of Negro Rights, by Benjamin J. Davis,",18264,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066205307,31735066205307,"""Tom Mooney"" Files",,,text,files (document groupings),,1=slight confidence,assortment of documents,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538629,31735061538629,"""What Makes Latin America Explosive"" Flyer",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450386,31735047450386,"Fannie Sellins Newspaper Clippings,",32752,,text,clippings,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070057397,31735070057397,"Political action; Political action (Milwaukee, Wis.)",,4487,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228275,31735066228275,"""The Chicanos"",",1973,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482035,31735060482035,A Call for a Petition Campaign and Youth March,,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658393,31735061658393,"""Democracy in Danger"", By Mary Collins,",14124,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194022,31735058194022,"Student Peace Union Bulletin,",22647,,text,serials (publications),bulletin,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150892,31735065150892,Mine-Mill union; Mine Mill union; Sindicato; Union,,19966,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065151205,31735065151205,Mine-Mill union; Mine Mill union; Sindicato; Union,,20106,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656744,31735061656744,"Grand March Festival Given By The Socialists of St. Paul, Minn. at Germania Turner Hall,",1894,,text,cards (information artifacts),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544262,31735061544262,"Army Education Center Postcard,",23346,,text,postcard​s,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659904,31735061659904,"""Religion and Communism"", By Earl Browder,",12936,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544551,31735061544551,"""Policy Statement"" from Washington D.C. Protest",,,text,statements,,1=slight confidence,statements,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061543801,31735061543801,A Socialist Party of America Membership Card,,,text,membership cards,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538546,31735061538546,"3 Worker's World Party Pamphlets Stating ""People's Needs, Yes! Profits and War, No!""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735067911499,31735067911499,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19553,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047451046,31735047451046,"""Let's Look at the Record! Your Paid Holidays, Vacations and Overtime""",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228721,31735066228721,"""Karl Marx, The Man and His Work and the Constructive Elements of Socialism"", Three Lectures and Two Essays By Karl Dannenberg,",1918,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658831,31735061658831,"""The Big Tax Swindle and How to Stop It"", An Analysis and Program for Action,",25324,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150157,31735065150157,Mine-Mill union; Mine Mill union; Sindicato; Union,,22190,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354822,31735068354822,"Union; Sindicato; Mine-mill union; Union (Denver, Colo. : 1942)",,19189,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150330,31735065150330,Mine-Mill union; Mine Mill union; Sindicato; Union,,19742,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068354962,31735068354962,Mine-Mill union; Mine Mill union; Sindicato; Union,,22920,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194436,31735058194436,"""A Public Forum for the Discussion of the Socialist Workers Party Program"" Leaflet,",22204,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058193966,31735058193966,"""The Pacifist Ethic and Humanism"" Pamphlet,",1961,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060482647,31735060482647,"Flyer advertising a demonstration referred to as the ""Mass Funeral""",,,text,​fliers,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150017,31735065150017,Mine-Mill union; Mine Mill union; Sindicato; Union,,21916,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061658971,31735061658971,"YCL Pacesetter,",14458,,text,serials (publications),,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538660,31735061538660,"Union-Smashing in Sacramento, The Truth About the Criminal Syndicalism Trial, By Herbert Solow,",12997,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544676,31735061544676,"""Adopt Arnoni's Vietnam Proposal!"" Propaganda Sheet,",1965,,text,papers (documents),,2= moderate confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066229067,31735066229067,"The Two Souls Of Socialism, by Hal Draper,",1966,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735060483041,31735060483041,"Jim Crow ""Justice"" In Korea, The Case of Lieutenant Leon Gilbert",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544411,31735061544411,"""The ABC of Socialism"", By Fred Henderson",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735059397632,31735059397632,"""To Secure Justice in the Rosenberg Case"" Pamphlet,",1951,,text,pamphlets​,,3=high confidence,,,
class demo,https://digital.library.pitt.edu/islandora/object/pitt:31735061656462,31735061656462,$222 Billion Dollars,,,text,fliers,,2= moderate confidence,"small text, uncertain of size, uncertain of material ",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075175,31735070075175,"Political action; Political action (Milwaukee, Wis.)",,4522,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735058194162,31735058194162,"The Monroe Kidnapping Newsletter,",22586,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:196504.1.2.002,196504.1.2.002,"Atlantic City Convention June 20 to 27, 1928",1928,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:196504.1.2.003,196504.1.2.003,Atlantic City Convention June 9-16-1926,1926,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735051655466,31735051655466,"""The Way We See It"" Pamphlet,",25806,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735070075381,31735070075381,"Political action; Political action (Milwaukee, Wis.)",,4669,text,serials (publications),newspaper​s,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061540716,31735061540716,"""Somebody Had to Say 'the emperor wears no clothes'""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538769,31735061538769,"The Class Mark,",13089,,text,serials (publications),,,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537928,31735061537928,"Labor Unity, What AFL-CIO Merger Means for Workers, By George Morris,",20149,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061655852,31735061655852,"Africa Fights for Freedom, by Alphaeus Hunton,",18323,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735066228804,31735066228804,"""The Decline of American Radicalism in the Twentieth Century"", By Gabriel Kolko",,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061537423,31735061537423,"Exhibit of Soviet Literature Shown Before the DIES Committee,",14111,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735068355100,31735068355100,Mine-Mill union; Mine Mill union; Sindicato; Union,,23224,text,serials (publications),periodicals​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450964,31735047450964,"""What a Good Boy Am I"" Pamphlet",,,text,leaflets (printed works),,3=high confidence,"incorrectly referred to as ""pamphlet"" in title",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659375,31735061659375,Photograph of a Man Observing a Guarded Wall of Leftist Leaflets,,,still image,photographs​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735065150207,31735065150207,Mine-Mill union; Mine Mill union; Sindicato; Union,,21855,text,serials (publications),periodicals​,3=high confidence,,,
class demo,https://digital.library.pitt.edu/islandora/object/pitt:31735061658906,31735061658906,"""Students Take A Stand"", An Account of Student Conferences in Washington During Christmas Week, 1933",,,text,leaflets (printed works),,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061544601,31735061544601,"New York Regional Newsletter,",23421,,text,serials (publications),newsletters​,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061659391,31735061659391,"""Our Generation is in Danger""",,,text,pamphlets​,,3=high confidence,,,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735047450980,31735047450980,"""Farmer - Labor Teamwork"" Booklet",,,text,pamphlets​,,3=high confidence,"""pamphlet"" and ""booklet"" used interchangeably",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061656140,31735061656140,"The Road to Negro Liberation, Report to the Eighth Convention of the Communist Party of the U.S.A., by Harry Haywood,",12571,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
Tyrica Terry Kapral,https://digital.library.pitt.edu/islandora/object/pitt:31735061538470,31735061538470,"Next- A Labor Party!, By Jack Ranger,",17868,,text,pamphlets​,,3=high confidence,"batch description, checked to confirm many but not all",,
class demo,https://digital.library.pitt.edu/islandora/object/pitt:31735051655482,31735051655482,"Your Unions Your Future,",1928,,text,pamphlets,,3=high confidence,,,
